word,spelling_status,confidence_score,classification_reason,frequency
उहू,incorrect spelling,medium,possible typo of 'हू' (similarity=80.0),1
इमिनिस्टेशन,incorrect spelling,low,no close match found in vocabulary (best=70.58823529411764),1
ईश्वर,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
वाइज,incorrect spelling,medium,possible typo of 'आवाज' (similarity=75.0),1
रोमांटिक,incorrect spelling,medium,possible typo of 'रोमांचक' (similarity=80.0),1
दोना,incorrect spelling,medium,possible typo of 'होना' (similarity=75.0),1
टीनएजर,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
तुम्ही,incorrect spelling,medium,possible typo of 'तुम्हारी' (similarity=85.71428571428572),1
टोटी,incorrect spelling,medium,possible typo of 'रोटी' (similarity=75.0),1
बानते,incorrect spelling,medium,possible typo of 'बनते' (similarity=88.88888888888889),1
सांग,incorrect spelling,medium,possible typo of 'भांग' (similarity=75.0),1
गाते,incorrect spelling,medium,possible typo of 'लगते' (similarity=75.0),1
डालिएगा,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
नीले,incorrect spelling,medium,possible typo of 'नीचे' (similarity=75.0),1
अंबर,incorrect spelling,medium,possible typo of 'अंतर' (similarity=75.0),1
धीरज,incorrect spelling,medium,possible typo of 'धीरे' (similarity=75.0),1
तलासे,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
सिलेक्शन,incorrect spelling,low,no close match found in vocabulary (best=62.5),1
लुप्त,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
कमबैक,incorrect spelling,medium,possible typo of 'बैक' (similarity=75.0),1
सिफारीश,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
सिफारिस,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
बजवाएं,incorrect spelling,medium,possible typo of 'जाएं' (similarity=80.0),1
था।तो,incorrect spelling,medium,possible typo of 'था।' (similarity=75.0),1
बगेरा,incorrect spelling,medium,possible typo of 'वगेरा' (similarity=80.0),1
व्हाट्सऐप,incorrect spelling,medium,possible typo of 'व्हाट्सएप' (similarity=88.88888888888889),1
थाकी,incorrect spelling,medium,possible typo of 'बाकी' (similarity=75.0),1
बजाने,incorrect spelling,medium,possible typo of 'जाने' (similarity=88.88888888888889),1
जाऊँगी,incorrect spelling,medium,possible typo of 'जाऊंगी' (similarity=83.33333333333334),1
चमकता,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
गाती,incorrect spelling,medium,possible typo of 'गलती' (similarity=75.0),1
नाना।,incorrect spelling,medium,possible typo of 'बनाना' (similarity=80.0),1
लोक,incorrect spelling,medium,possible typo of 'लोकल' (similarity=85.71428571428572),1
लैंग्वेज,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
आय,incorrect spelling,medium,possible typo of 'आये' (similarity=80.0),1
हानी,incorrect spelling,medium,possible typo of 'कहानी' (similarity=88.88888888888889),1
छाया,incorrect spelling,medium,possible typo of 'जाया' (similarity=75.0),1
अजीत,incorrect spelling,medium,possible typo of 'जीत' (similarity=85.71428571428572),1
रेश्मिया,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
साम,incorrect spelling,medium,possible typo of 'सा' (similarity=80.0),1
कशिश,incorrect spelling,medium,possible typo of 'कोशिश' (similarity=88.88888888888889),1
पीके,incorrect spelling,medium,possible typo of 'आपके' (similarity=75.0),1
लम्हे,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
गाए,incorrect spelling,medium,possible typo of 'गए' (similarity=80.0),1
चोटू,incorrect spelling,medium,possible typo of 'चोट' (similarity=85.71428571428572),1
चोटी,incorrect spelling,medium,possible typo of 'चोट' (similarity=85.71428571428572),1
का।,incorrect spelling,medium,possible typo of 'का' (similarity=80.0),1
युट्यूब,incorrect spelling,medium,possible typo of 'यूट्यूब' (similarity=85.71428571428572),1
पहेले,incorrect spelling,medium,possible typo of 'पहले' (similarity=88.88888888888889),1
बजाया,incorrect spelling,medium,possible typo of 'जाया' (similarity=88.88888888888889),1
जॉकी,incorrect spelling,medium,possible typo of 'हॉकी' (similarity=75.0),1
कंसल्ट,incorrect spelling,medium,possible typo of 'कंसर्ट' (similarity=83.33333333333334),1
हाअ,incorrect spelling,medium,possible typo of 'हा' (similarity=80.0),1
अच्छेअच्छे,incorrect spelling,medium,possible typo of 'अच्छाअच्छा' (similarity=80.0),1
तेनु,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
चाल,incorrect spelling,medium,possible typo of 'चावल' (similarity=85.71428571428572),1
बीचबीच,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
बीमारी,incorrect spelling,medium,possible typo of 'बारी' (similarity=80.0),1
कैंसर,incorrect spelling,medium,possible typo of 'कैंपस' (similarity=80.0),1
वैंसर,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
अर्जीत,incorrect spelling,medium,possible typo of 'अरिजीत' (similarity=83.33333333333334),1
कनवर,incorrect spelling,medium,possible typo of 'कवर' (similarity=85.71428571428572),1
जुलने,incorrect spelling,medium,possible typo of 'जलने' (similarity=88.88888888888889),1
लीजिये,incorrect spelling,medium,possible typo of 'लिये' (similarity=80.0),1
सहपाठी,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
पूछेंगे,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
हैंहम,incorrect spelling,medium,possible typo of 'हैं' (similarity=75.0),1
पक्का,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
सोती,incorrect spelling,medium,possible typo of 'होती' (similarity=75.0),1
बनाएं,incorrect spelling,medium,possible typo of 'बनाए' (similarity=88.88888888888889),1
फ्रे,incorrect spelling,medium,possible typo of 'फ्रेश' (similarity=88.88888888888889),1
फ्रेंडली,incorrect spelling,medium,possible typo of 'फ्रेंड' (similarity=85.71428571428572),1
बिहेव,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
विषयों,incorrect spelling,medium,possible typo of 'विषय' (similarity=80.0),1
सब्जेक्ट्स,incorrect spelling,medium,possible typo of 'सब्जेक्ट' (similarity=88.88888888888889),1
हैन,incorrect spelling,medium,possible typo of 'हैना' (similarity=85.71428571428572),1
कैपेसिटी,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
समायोजित,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
होना।,incorrect spelling,medium,possible typo of 'होना' (similarity=88.88888888888889),1
समयोजित,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
स्टार,incorrect spelling,medium,possible typo of 'स्टार्ट' (similarity=83.33333333333334),1
क्लासों,incorrect spelling,medium,possible typo of 'क्लास' (similarity=83.33333333333334),1
चिल्लाते,incorrect spelling,medium,possible typo of 'चलाते' (similarity=76.92307692307692),1
बर्दाश्त,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
बजाए,incorrect spelling,medium,possible typo of 'जाए' (similarity=85.71428571428572),1
पैरंट,incorrect spelling,medium,possible typo of 'पैर' (similarity=75.0),1
पढने,incorrect spelling,medium,possible typo of 'पढ़ने' (similarity=88.88888888888889),1
पर्टिकुलर,incorrect spelling,low,no close match found in vocabulary (best=73.6842105263158),1
पढ़ूँगा,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
नमस्कार,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
ओरियंटेशन,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
बाड़े,incorrect spelling,medium,possible typo of 'बड़े' (similarity=88.88888888888889),1
बुन,incorrect spelling,medium,possible typo of 'बन' (similarity=80.0),1
सिखने,incorrect spelling,medium,possible typo of 'सीखने' (similarity=80.0),1
एक्सपेरिएंस,incorrect spelling,medium,possible typo of 'एक्सपीरियंस' (similarity=81.81818181818181),1
पॉलिस,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
डेबे,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
मतलव,incorrect spelling,medium,possible typo of 'मतलब' (similarity=75.0),1
फ्रेंडशीप,incorrect spelling,medium,possible typo of 'फ्रेंडशिप' (similarity=88.88888888888889),1
नाते,incorrect spelling,medium,possible typo of 'मनाते' (similarity=88.88888888888889),1
