word,label,confidence,reason,frequency
डांटते,correct,medium,medium frequency in dataset (n=2),2
बर्दाश्त,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
बजाए,incorrect,medium,possible typo of 'जाए' (similarity=85.71428571428572),1
पैरंट,incorrect,medium,possible typo of 'पैर' (similarity=75.0),1
पढने,incorrect,medium,possible typo of 'पढ़ने' (similarity=88.88888888888889),1
पर्टिकुलर,incorrect,low,no close match found in vocabulary (best=73.6842105263158),1
पढ़ूँगा,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
नमस्कार,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
ओरियंटेशन,incorrect,low,no close match found in vocabulary (best=60.0),1
एकसाइटेड,correct,medium,close match to 'एक्साइटेड' (similarity=94.11764705882352),1
मतलमतलब,correct,medium,medium frequency in dataset (n=2),2
बाड़े,incorrect,medium,possible typo of 'बड़े' (similarity=88.88888888888889),1
प्लेग्राउंड,correct,medium,medium frequency in dataset (n=2),2
बुन,incorrect,medium,possible typo of 'बन' (similarity=80.0),1
सिखने,incorrect,medium,possible typo of 'सीखने' (similarity=80.0),1
नरवस,correct,medium,medium frequency in dataset (n=2),2
एक्सपेरिएंस,incorrect,medium,possible typo of 'एक्सपीरियंस' (similarity=81.81818181818181),1
पॉलिस,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
डेबे,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
मतलव,incorrect,medium,possible typo of 'मतलब' (similarity=75.0),1
फ्रेंडशीप,incorrect,medium,possible typo of 'फ्रेंडशिप' (similarity=88.88888888888889),1
नाते,incorrect,medium,possible typo of 'मनाते' (similarity=88.88888888888889),1
बैचलर,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
इस्कूल,correct,medium,close match to 'स्कूल' (similarity=90.9090909090909),1
फ्रैंड्स,correct,medium,medium frequency in dataset (n=2),2
डिफ़रेंट,correct,medium,close match to 'डिफरेंट' (similarity=93.33333333333333),1
तबकी,incorrect,medium,possible typo of 'बकरी' (similarity=75.0),1
कैपेबिलिटी,incorrect,low,no close match found in vocabulary (best=55.55555555555556),1
मतल,incorrect,medium,possible typo of 'मतलब' (similarity=85.71428571428572),1
स्ट्डीज,incorrect,medium,possible typo of 'स्टडी' (similarity=83.33333333333334),1
इग्जेक्ट,incorrect,medium,possible typo of 'सब्जेक्ट' (similarity=75.0),1
सेमेस्टर,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
हांअगर,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
इंट्री,incorrect,medium,possible typo of 'एंट्री' (similarity=83.33333333333334),1
मतलबमतलबमतलब,incorrect,low,no close match found in vocabulary (best=50.0),1
अलॉय,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
एलो,incorrect,medium,possible typo of 'लो' (similarity=80.0),1
अटेंडेंनेस,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
चईये,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
सेवनटी,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
फाईव,incorrect,medium,possible typo of 'फाइव' (similarity=75.0),1
पर्सेन्ट,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
रिक्वेस्ट,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
अलाउ,incorrect,medium,possible typo of 'अगला' (similarity=75.0),1
डिवार्ड,correct,medium,medium frequency in dataset (n=2),2
होमबक,incorrect,medium,possible typo of 'होम' (similarity=75.0),1
कॉ,incorrect,medium,possible typo of 'कॉल' (similarity=80.0),1
चीजे़,incorrect,medium,possible typo of 'चीजे' (similarity=88.88888888888889),1
यशवन्त,incorrect,low,no close match found in vocabulary (best=60.0),1
यशवंत,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
नमस्कार।,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
सार,incorrect,medium,possible typo of 'सारे' (similarity=85.71428571428572),1
गेस,correct,medium,medium frequency in dataset (n=2),2
काॅलेज,incorrect,high,invalid structure: consecutive matras,1
कोई।,incorrect,medium,possible typo of 'कोई' (similarity=85.71428571428572),1
फक्शन,incorrect,medium,possible typo of 'एक्शन' (similarity=80.0),1
हम।,incorrect,medium,possible typo of 'हम' (similarity=80.0),1
चिढ़ाते,correct,high,found in reference vocabulary,3
हरकते,correct,high,found in reference vocabulary,3
ताज़गी,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
जैसा।,incorrect,medium,possible typo of 'जैसा' (similarity=88.88888888888889),1
किमतलब,incorrect,medium,possible typo of 'मतलब' (similarity=80.0),1
दोस्ते,correct,medium,medium frequency in dataset (n=2),2
लिखाई,incorrect,medium,possible typo of 'लिखा' (similarity=88.88888888888889),1
बोलोगे,incorrect,medium,possible typo of 'बोलो' (similarity=80.0),1
उड़ा,incorrect,medium,possible typo of 'बड़ा' (similarity=75.0),1
हैकि,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
रेम,incorrect,medium,possible typo of 'प्रेम' (similarity=75.0),1
भावनात्मक,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
भावन,incorrect,medium,possible typo of 'भावना' (similarity=88.88888888888889),1
विदा,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
परिवारजन,correct,medium,medium frequency in dataset (n=2),2
डिफिकल्टी,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
ऑफीशियली,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
पूराना,incorrect,medium,possible typo of 'पुराना' (similarity=83.33333333333334),1
वाब,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
जोजो,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
मजामस्ती,incorrect,medium,possible typo of 'मस्ती' (similarity=76.92307692307692),1
फूर्तिला,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
मस्तिया,incorrect,medium,possible typo of 'समस्या' (similarity=76.92307692307692),1
कूदे,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
छेड़,incorrect,medium,possible typo of 'पेड़' (similarity=75.0),1
निकाली,correct,medium,close match to 'निकाल' (similarity=90.9090909090909),1
बरोबर,correct,high,found in reference vocabulary,3
ओबीयसली,incorrect,low,no close match found in vocabulary (best=60.0),1
चेंजेज़,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
इरादा,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
सादा,incorrect,medium,possible typo of 'सदा' (similarity=85.71428571428572),1
इनपुट,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
डायरेक्शन,correct,medium,medium frequency in dataset (n=2),2
काफीकाफी,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
बलोबर,incorrect,medium,possible typo of 'बरोबर' (similarity=80.0),1
हसना,incorrect,medium,possible typo of 'सपना' (similarity=75.0),1
हंसते,correct,high,found in reference vocabulary,3
कंजन,incorrect,medium,possible typo of 'कजन' (similarity=85.71428571428572),1
मुलाकत,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
बाकाइद,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
डिसाइड,incorrect,medium,possible typo of 'साइड' (similarity=80.0),1
साझे,incorrect,medium,possible typo of 'सारे' (similarity=75.0),1
उत्कल,incorrect,low,no close match found in vocabulary (best=60.0),1
माफ,incorrect,medium,possible typo of 'माफी' (similarity=85.71428571428572),1
नजरअंदाज,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
हरकतों,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
पीट,incorrect,medium,possible typo of 'पी' (similarity=80.0),1
शरारती,correct,medium,close match to 'शरारत' (similarity=90.9090909090909),1
बचकान,incorrect,medium,possible typo of 'कान' (similarity=75.0),1
ताज़ा,incorrect,medium,possible typo of 'ताजा' (similarity=88.88888888888889),1
सोचकर,incorrect,medium,possible typo of 'सोच' (similarity=75.0),1
हसते,incorrect,medium,possible typo of 'हंसते' (similarity=88.88888888888889),1
अअअअअअ,incorrect,high,invalid structure: repeated chars,1
सुनकर,correct,medium,medium frequency in dataset (n=2),2
खोर,incorrect,medium,possible typo of 'खो' (similarity=80.0),1
मारता,incorrect,medium,possible typo of 'माता' (similarity=88.88888888888889),1
टारगेट,correct,high,found in reference vocabulary,1
छत्तीस,incorrect,medium,possible typo of 'छत्तीसगढ़' (similarity=80.0),1
आकड़ा,incorrect,medium,possible typo of 'कपड़ा' (similarity=80.0),1
